text,source,trait_tags,notes
三思而後行,seed_batch,impulsiveness,v2_seed;endpoint=low;bucket=1-5
我要掌控,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=1-5
領導者氣質,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=1-5
無所畏懼,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=1-5
沉默是金,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=1-5
傾聽他人,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=1-5
內向安靜,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=1-5
永遠樂觀,seed_batch,optimism,v2_seed;endpoint=high;bucket=1-5
困難過去,seed_batch,optimism,v2_seed;endpoint=high;bucket=1-5
好運降臨,seed_batch,optimism,v2_seed;endpoint=high;bucket=1-5
事與願違,seed_batch,optimism,v2_seed;endpoint=low;bucket=1-5
前路黑暗,seed_batch,optimism,v2_seed;endpoint=low;bucket=1-5
只見困難,seed_batch,optimism,v2_seed;endpoint=low;bucket=1-5
堅持到底,seed_batch,endurance,v2_seed;endpoint=high;bucket=1-5
越戰越勇,seed_batch,endurance,v2_seed;endpoint=high;bucket=1-5
決不放棄,seed_batch,endurance,v2_seed;endpoint=high;bucket=1-5
容易放棄,seed_batch,endurance,v2_seed;endpoint=low;bucket=1-5
害怕困難,seed_batch,endurance,v2_seed;endpoint=low;bucket=1-5
沒耐心,seed_batch,endurance,v2_seed;endpoint=low;bucket=1-5
不信任人,seed_batch,suspicion,v2_seed;endpoint=high;bucket=1-5
人心叵測,seed_batch,suspicion,v2_seed;endpoint=high;bucket=1-5
有所隱瞞,seed_batch,suspicion,v2_seed;endpoint=high;bucket=1-5
性本善,seed_batch,suspicion,v2_seed;endpoint=low;bucket=1-5
相信善意,seed_batch,suspicion,v2_seed;endpoint=low;bucket=1-5
容易相信,seed_batch,suspicion,v2_seed;endpoint=low;bucket=1-5
隨性即可,seed_batch,randomness,v2_seed;endpoint=high;bucket=1-5
拒絕計劃,seed_batch,randomness,v2_seed;endpoint=high;bucket=1-5
常改計劃,seed_batch,randomness,v2_seed;endpoint=high;bucket=1-5
規律安心,seed_batch,randomness,v2_seed;endpoint=low;bucket=1-5
需要計劃,seed_batch,randomness,v2_seed;endpoint=low;bucket=1-5
可預測安全,seed_batch,randomness,v2_seed;endpoint=low;bucket=1-5
穩定舒適,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=1-5
保持一致,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=1-5
害怕變化,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=1-5
求變求新,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=1-5
擁抱變化,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=1-5
反感無聊,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=1-5
探索樂趣,seed_batch,curiosity,v2_seed;endpoint=high;bucket=1-5
充滿好奇,seed_batch,curiosity,v2_seed;endpoint=high;bucket=1-5
未知吸引,seed_batch,curiosity,v2_seed;endpoint=high;bucket=1-5
熟悉安全,seed_batch,curiosity,v2_seed;endpoint=low;bucket=1-5
對新事物冷淡,seed_batch,curiosity,v2_seed;endpoint=low;bucket=1-5
現狀滿足,seed_batch,curiosity,v2_seed;endpoint=low;bucket=1-5
接受風險,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=1-5
冒險心強,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=1-5
不計風險,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=1-5
風險卻步,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=1-5
保守穩妥,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=1-5
最安全選項,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=1-5
快樂,seed_batch,impulsiveness,v2_seed;endpoint=high;bucket=1-5
躍躍欲試,seed_batch,impulsiveness,v2_seed;endpoint=high;bucket=1-5
迫不及待,seed_batch,impulsiveness,v2_seed;endpoint=high;bucket=1-5
思考,seed_batch,impulsiveness,v2_seed;endpoint=low;bucket=1-5
等待,seed_batch,impulsiveness,v2_seed;endpoint=low;bucket=1-5
延遲,seed_batch,impulsiveness,v2_seed;endpoint=low;bucket=1-5
暫停,seed_batch,impulsiveness,v2_seed;endpoint=low;bucket=1-5
主導,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=1-5
領導,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=1-5
掌控,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=1-5
聲音,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=1-5
聆聽,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=1-5
沉默,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=1-5
被動,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=1-5
配合,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=1-5
希望,seed_batch,optimism,v2_seed;endpoint=high;bucket=1-5
光明,seed_batch,optimism,v2_seed;endpoint=high;bucket=1-5
相信,seed_batch,optimism,v2_seed;endpoint=high;bucket=1-5
美好,seed_batch,optimism,v2_seed;endpoint=high;bucket=1-5
絕望,seed_batch,optimism,v2_seed;endpoint=low;bucket=1-5
黑暗,seed_batch,optimism,v2_seed;endpoint=low;bucket=1-5
失望,seed_batch,optimism,v2_seed;endpoint=low;bucket=1-5
困難,seed_batch,optimism,v2_seed;endpoint=low;bucket=1-5
風險,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=1-5
大膽,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=1-5
嘗試,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=1-5
機會,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=1-5
安全,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=1-5
規避,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=1-5
穩妥,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=1-5
警惕,seed_batch,suspicion,v2_seed;endpoint=high;bucket=1-5
不信,seed_batch,suspicion,v2_seed;endpoint=high;bucket=1-5
防範,seed_batch,suspicion,v2_seed;endpoint=high;bucket=1-5
謹防,seed_batch,suspicion,v2_seed;endpoint=high;bucket=1-5
善良,seed_batch,suspicion,v2_seed;endpoint=low;bucket=1-5
開放,seed_batch,suspicion,v2_seed;endpoint=low;bucket=1-5
坦誠,seed_batch,suspicion,v2_seed;endpoint=low;bucket=1-5
耐心,seed_batch,endurance,v2_seed;endpoint=high;bucket=1-5
不屈,seed_batch,endurance,v2_seed;endpoint=high;bucket=1-5
韌性,seed_batch,endurance,v2_seed;endpoint=high;bucket=1-5
毅力,seed_batch,endurance,v2_seed;endpoint=high;bucket=1-5
疲倦,seed_batch,endurance,v2_seed;endpoint=low;bucket=1-5
無力,seed_batch,endurance,v2_seed;endpoint=low;bucket=1-5
無奈,seed_batch,endurance,v2_seed;endpoint=low;bucket=1-5
靈活,seed_batch,randomness,v2_seed;endpoint=high;bucket=1-5
變化,seed_batch,randomness,v2_seed;endpoint=high;bucket=1-5
自由,seed_batch,randomness,v2_seed;endpoint=high;bucket=1-5
即興,seed_batch,randomness,v2_seed;endpoint=high;bucket=1-5
規律,seed_batch,randomness,v2_seed;endpoint=low;bucket=1-5
計劃,seed_batch,randomness,v2_seed;endpoint=low;bucket=1-5
固定,seed_batch,randomness,v2_seed;endpoint=low;bucket=1-5
常規,seed_batch,randomness,v2_seed;endpoint=low;bucket=1-5
安定,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=1-5
連貫,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=1-5
可靠,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=1-5
不安,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=1-5
混亂,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=1-5
動蕩,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=1-5
跌宕,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=1-5
好奇,seed_batch,curiosity,v2_seed;endpoint=high;bucket=1-5
探索,seed_batch,curiosity,v2_seed;endpoint=high;bucket=1-5
發現,seed_batch,curiosity,v2_seed;endpoint=high;bucket=1-5
求知,seed_batch,curiosity,v2_seed;endpoint=high;bucket=1-5
滿足,seed_batch,curiosity,v2_seed;endpoint=low;bucket=1-5
平靜,seed_batch,curiosity,v2_seed;endpoint=low;bucket=1-5
知足,seed_batch,curiosity,v2_seed;endpoint=low;bucket=1-5
安穩,seed_batch,curiosity,v2_seed;endpoint=low;bucket=1-5
在高壓局面下，我會先行動再修正,seed_batch,impulsiveness,high_quality_extension;endpoint=neutral
遇到未知風險時，我傾向立刻拍板,seed_batch,impulsiveness,high_quality_extension;endpoint=neutral
面對衝突選擇時，我通常靠直覺快速前進,seed_batch,impulsiveness,high_quality_extension;endpoint=neutral
關鍵時刻來臨時，我更常先試再調整,seed_batch,impulsiveness,high_quality_extension;endpoint=neutral
長期合作關係中，我習慣先衝出第一步,seed_batch,impulsiveness,high_quality_extension;endpoint=neutral
在高壓局面下，我會主動主導討論,seed_batch,assertiveness,high_quality_extension;endpoint=neutral
遇到未知風險時，我傾向清楚表達立場,seed_batch,assertiveness,high_quality_extension;endpoint=neutral
面對衝突選擇時，我通常帶頭分配任務,seed_batch,assertiveness,high_quality_extension;endpoint=neutral
關鍵時刻來臨時，我更常直接提出方案,seed_batch,assertiveness,high_quality_extension;endpoint=neutral
長期合作關係中，我習慣把節奏拉回目標,seed_batch,assertiveness,high_quality_extension;endpoint=neutral
在高壓局面下，我會優先看見機會,seed_batch,optimism,high_quality_extension;endpoint=neutral
遇到未知風險時，我傾向相信還有解法,seed_batch,optimism,high_quality_extension;endpoint=neutral
面對衝突選擇時，我通常把挫折當成迭代,seed_batch,optimism,high_quality_extension;endpoint=neutral
關鍵時刻來臨時，我更常預期結果會改善,seed_batch,optimism,high_quality_extension;endpoint=neutral
長期合作關係中，我習慣維持正向預期,seed_batch,optimism,high_quality_extension;endpoint=neutral
在高壓局面下，我會先評估最壞情境,seed_batch,risk_aversion,high_quality_extension;endpoint=neutral
遇到未知風險時，我傾向把風險列成清單,seed_batch,risk_aversion,high_quality_extension;endpoint=neutral
面對衝突選擇時，我通常確認安全邊界,seed_batch,risk_aversion,high_quality_extension;endpoint=neutral
關鍵時刻來臨時，我更常等資訊完整再推進,seed_batch,risk_aversion,high_quality_extension;endpoint=neutral
長期合作關係中，我習慣先做小規模驗證,seed_batch,risk_aversion,high_quality_extension;endpoint=neutral
在高壓局面下，我會先驗證對方動機,seed_batch,suspicion,high_quality_extension;endpoint=neutral
遇到未知風險時，我傾向保留關鍵判斷,seed_batch,suspicion,high_quality_extension;endpoint=neutral
面對衝突選擇時，我通常交叉查核訊息來源,seed_batch,suspicion,high_quality_extension;endpoint=neutral
關鍵時刻來臨時，我更常避免過早信任承諾,seed_batch,suspicion,high_quality_extension;endpoint=neutral
長期合作關係中，我習慣觀察一致性再決定,seed_batch,suspicion,high_quality_extension;endpoint=neutral
在高壓局面下，我會穩定執行到收尾,seed_batch,endurance,high_quality_extension;endpoint=neutral
遇到未知風險時，我傾向在枯燥階段也持續,seed_batch,endurance,high_quality_extension;endpoint=neutral
面對衝突選擇時，我通常把長期節奏守住,seed_batch,endurance,high_quality_extension;endpoint=neutral
關鍵時刻來臨時，我更常遇阻時繼續迭代,seed_batch,endurance,high_quality_extension;endpoint=neutral
長期合作關係中，我習慣長線投入不輕言放棄,seed_batch,endurance,high_quality_extension;endpoint=neutral
在高壓局面下，我會保留臨場變招空間,seed_batch,randomness,high_quality_extension;endpoint=neutral
遇到未知風險時，我傾向嘗試非典型路徑,seed_batch,randomness,high_quality_extension;endpoint=neutral
面對衝突選擇時，我通常打破既有節奏測試,seed_batch,randomness,high_quality_extension;endpoint=neutral
關鍵時刻來臨時，我更常用隨機探索新解,seed_batch,randomness,high_quality_extension;endpoint=neutral
長期合作關係中，我習慣快速切換策略方向,seed_batch,randomness,high_quality_extension;endpoint=neutral
在高壓局面下，我會維持可預期流程,seed_batch,stability_seeking,high_quality_extension;endpoint=neutral
遇到未知風險時，我傾向用固定節奏推進,seed_batch,stability_seeking,high_quality_extension;endpoint=neutral
面對衝突選擇時，我通常優先守住穩定盤面,seed_batch,stability_seeking,high_quality_extension;endpoint=neutral
關鍵時刻來臨時，我更常減少不必要波動,seed_batch,stability_seeking,high_quality_extension;endpoint=neutral
長期合作關係中，我習慣先確保連續性,seed_batch,stability_seeking,high_quality_extension;endpoint=neutral
在高壓局面下，我會主動探索新資訊,seed_batch,curiosity,high_quality_extension;endpoint=neutral
遇到未知風險時，我傾向追問未知細節,seed_batch,curiosity,high_quality_extension;endpoint=neutral
面對衝突選擇時，我通常嘗試跨域方法,seed_batch,curiosity,high_quality_extension;endpoint=neutral
關鍵時刻來臨時，我更常把陌生領域研究透,seed_batch,curiosity,high_quality_extension;endpoint=neutral
長期合作關係中，我習慣快速學習新工具,seed_batch,curiosity,high_quality_extension;endpoint=neutral
在陌生隊伍裡，我會先衝再修正,seed_batch,impulsiveness,high_quality_extension;endpoint=neutral
在陌生隊伍裡，我會主動定方向,seed_batch,assertiveness,high_quality_extension;endpoint=neutral
在陌生隊伍裡，我會先相信能做到,seed_batch,optimism,high_quality_extension;endpoint=neutral
在陌生隊伍裡，我會先控風險再推進,seed_batch,risk_aversion,high_quality_extension;endpoint=neutral
在陌生隊伍裡，我會先驗證再信任,seed_batch,suspicion,high_quality_extension;endpoint=neutral
在陌生隊伍裡，我會把長線撐到底,seed_batch,endurance,high_quality_extension;endpoint=neutral
在陌生隊伍裡，我會保留臨場變招,seed_batch,randomness,high_quality_extension;endpoint=neutral
在陌生隊伍裡，我會守住穩定節奏,seed_batch,stability_seeking,high_quality_extension;endpoint=neutral
在陌生隊伍裡，我會持續探索未知,seed_batch,curiosity,high_quality_extension;endpoint=neutral
在資源緊張時，我會先衝再修正,seed_batch,impulsiveness,high_quality_extension;endpoint=neutral
在資源緊張時，我會主動定方向,seed_batch,assertiveness,high_quality_extension;endpoint=neutral
在資源緊張時，我會先相信能做到,seed_batch,optimism,high_quality_extension;endpoint=neutral
在資源緊張時，我會先控風險再推進,seed_batch,risk_aversion,high_quality_extension;endpoint=neutral
在資源緊張時，我會先驗證再信任,seed_batch,suspicion,high_quality_extension;endpoint=neutral
在資源緊張時，我會把長線撐到底,seed_batch,endurance,high_quality_extension;endpoint=neutral
在資源緊張時，我會保留臨場變招,seed_batch,randomness,high_quality_extension;endpoint=neutral
在資源緊張時，我會守住穩定節奏,seed_batch,stability_seeking,high_quality_extension;endpoint=neutral
在資源緊張時，我會持續探索未知,seed_batch,curiosity,high_quality_extension;endpoint=neutral
在期限逼近時，我會先衝再修正,seed_batch,impulsiveness,high_quality_extension;endpoint=neutral
在期限逼近時，我會主動定方向,seed_batch,assertiveness,high_quality_extension;endpoint=neutral
在期限逼近時，我會先相信能做到,seed_batch,optimism,high_quality_extension;endpoint=neutral
在期限逼近時，我會先控風險再推進,seed_batch,risk_aversion,high_quality_extension;endpoint=neutral
在期限逼近時，我會先驗證再信任,seed_batch,suspicion,high_quality_extension;endpoint=neutral
在期限逼近時，我會把長線撐到底,seed_batch,endurance,high_quality_extension;endpoint=neutral
在期限逼近時，我會保留臨場變招,seed_batch,randomness,high_quality_extension;endpoint=neutral
在期限逼近時，我會守住穩定節奏,seed_batch,stability_seeking,high_quality_extension;endpoint=neutral
在期限逼近時，我會持續探索未知,seed_batch,curiosity,high_quality_extension;endpoint=neutral
在資訊不足時，我會先衝再修正,seed_batch,impulsiveness,high_quality_extension;endpoint=neutral
在資訊不足時，我會主動定方向,seed_batch,assertiveness,high_quality_extension;endpoint=neutral
